LP,Data_przybycia,Nr_IMO,Bandera,Nabrzeze
2445,2016/12/17,9489534,NL,PARNICKIE
2446,2016/12/18,9392391,PA,HUTA (KRA)
2447,2016/12/18,8504208,DE,SNOP N
2448,2016/12/18,8402577,AG,BULGARSKIE
2449,2016/12/18,9041318,AG,WALBRZYSKIE
2450,2016/12/18,9769104,FI,GLIWICKIE
2451,2016/12/18,9123817,CY,GORNOSLASKIE
2452,2016/12/19,8801084,NL,PARNICKIE
2453,2016/12/19,9198458,BB,HUTA (KRA)
2454,2016/12/19,9385908,NL,KATOWICKIE
2455,2016/12/19,9466324,NL,GLIWICKIE
2456,2016/12/19,9341756,NL,GORNOSLASKIE
2457,2016/12/20,9489546,NL,CZESKIE
2458,2016/12/20,9488827,NL,CEMENTOWE
2459,2016/12/20,9245055,TH,CHORZOWSKIE
2460,2016/12/20,9224166,AG,BULGARSKIE
2461,2016/12/20,9356488,NL,HOLENDERSKIE
2462,2016/12/20,8918708,NL,WEGIERSKIE
2463,2016/12/20,8919855,AG,FINSKIE
2464,2016/12/20,9238351,NL,KATOWICKIE
2465,2016/12/21,9408645,NL,MAZOWIECKIE
2466,2016/12/21,9279070,AG,WALBRZYSKIE
2467,2016/12/21,9640059,PA,SLOWACKIE
2468,2016/12/21,9156199,BS,PARNICKIE
2469,2016/12/21,9005742,BB,BYTOMSKIE
2470,2016/12/21,8407711,CY,ARSENAL
2471,2016/12/22,9434577,AG,REGALICA
2472,2016/12/22,9458145,TR,PARNICKIE
2473,2016/12/22,7421863,KN,FARBOLAK SWFIL
2474,2016/12/22,9199385,GI,CZESKIE
2475,2016/12/22,9658355,MH,CPN III
2476,2016/12/22,9173197,VC,DRZETOWSKIE N
2477,2016/12/22,7641475,PL,CAL
2478,2016/12/23,9313814,NL,GORNOSLASKIE
2479,2016/12/23,6605503,PL,GNIE????NIENSKIE
2480,2016/12/23,9349215,CY,FINSKIE
2481,2016/12/23,9174713,CY,PARNICKIE
2482,2016/12/23,9245055,TH,CHORZOWSKIE
2483,2016/12/23,8128884,BS,KATOWICKIE
2484,2016/12/23,7421863,KN,FARBOLAK SWFIL
2485,2016/12/23,9005376,PT,BYTOMSKIE
2486,2016/12/24,9365984,GI,FINSKIE
2487,2016/12/24,9411836,GB,BULGARSKIE
2488,2016/12/24,9199414,GI,SLOWACKIE
2489,2016/12/24,7704057,PL,CAL
2490,2016/12/24,9033866,AG,HOLENDERSKIE
2491,2016/12/24,9353395,AG,KATOWICKIE
2492,2016/12/24,9196204,NL,PARNICKIE
2493,2016/12/25,9658367,MH,CPN III
2494,2016/12/25,9198630,NL,REGALICA
2495,2016/12/26,9136101,BE,KATOWICKIE
2496,2016/12/26,9345362,BE,BELGIJSKIE
2497,2016/12/26,9356517,NL,SLOWACKIE
2498,2016/12/26,8419623,RU,WALBRZYSKIE
2499,2016/12/26,9122227,AG,GORNOSLASKIE
2500,2016/12/26,9433341,AG,SNOP N
2501,2016/12/26,9077563,RU,CZESKIE
2502,2016/12/26,9385908,NL,HUTA (KRA)
2503,2016/12/26,9177882,AG,BULGARSKIE
2504,2016/12/27,9321392,GI,SNOP N
2505,2016/12/27,9156187,GI,REMONTOWE
2506,2016/12/27,7924401,AG,BYDGOSKIE
2507,2016/12/27,7704057,PL,CAL
2508,2016/12/28,9391127,MT,SPOLDZIELCZE
2509,2016/12/28,6824575,FO,REMONTOWE
2510,2016/12/28,9439474,NL,BULGARSKIE
2511,2016/12/28,9289790,GI,REGALICA
2512,2016/12/28,9361366,NL,CEMENTOWE
2513,2016/12/28,9136096,BE,ANGIELSKIE
2514,2016/12/28,8913708,NO,HUTA (KRA)
2515,2016/12/29,9279006,NL,HOLENDERSKIE
2516,2016/12/29,9558012,GB,KATOWICKIE
2517,2016/12/29,8104541,AG,SNOP S
2518,2016/12/29,8504947,DE,SNOP N
2519,2016/12/29,9115987,AG,FOSFATOWE
2520,2016/12/30,7615749,PL,SPOLDZIELCZE
2521,2016/12/30,9171101,CY,PARNICKIE
2522,2016/12/30,9349215,CY,FINSKIE
2523,2016/12/30,7421863,KN,FARBOLAK SWFIL
2524,2016/12/30,9045651,TR,SNOP N
2525,2016/12/31,9123817,CY,GORNOSLASKIE
2526,2016/12/31,7615749,PL,SPOLDZIELCZE
2527,2016/12/31,9196163,MT,KATOWICKIE
2528,2016/12/31,8320585,DM,POLSKIE
2529,2016/12/31,9350460,NL,BYDGOSKIE
2530,2016/12/31,8873087,RU,WALBRZYSKIE
2531,2016/12/31,9145140,BS,REGALICA
2532,2017/01/01,9357509,NL,PRZEMYSLOWE
2533,2017/01/01,8919855,AG,BELGIJSKIE
2534,2017/01/01,8822636,BB,HUK
2535,2017/01/01,9147863,AG,ZBOZOWE
2536,2017/01/01,9165308,AG,GORNOSLASKIE
2537,2017/01/02,9195822,FO,KATOWICKIE
2538,2017/01/02,8820092,LT,RUMUNSKIE
2539,2017/01/02,9065948,LV,SNOP S
2540,2017/01/02,9658367,MH,CPN III
2541,2017/01/02,9179361,CY,SLOWACKIE
2542,2017/01/02,7704057,PL,CAL
2543,2017/01/02,9374674,DE,CZESKIE
2544,2017/01/03,9013000,AG,POZNANSKIE
2545,2017/01/03,7421863,KN,SPOLDZIELCZE
2546,2017/01/03,9146118,TR,ZBOZOWE
2547,2017/01/03,9333462,MT,SNOP S
2548,2017/01/03,6808090,VC,GLIWICKIE
2549,2017/01/03,9367762,NL,SLOWACKIE
2550,2017/01/03,9167978,LV,DRZETOWSKIE N
2551,2017/01/03,9279018,AG,CZESKIE
2552,2017/01/03,9150494,MT,SNOP N
2553,2017/01/03,9568328,NL,KATOWICKIE
2554,2017/01/03,9064891,MT,HUTA (KRA)
2555,2017/01/03,8877253,KN,BULGARSKIE
2556,2017/01/04,9434759,AG,CHORZOWSKIE
2557,2017/01/04,8611013,AG,SNOP N
2558,2017/01/04,9216482,RU,CZESKIE
2559,2017/01/04,7704057,PL,CAL
2560,2017/01/05,7421863,KN,SPOLDZIELCZE
2561,2017/01/05,9199385,GI,SLOWACKIE
2562,2017/01/05,9369655,NL,REGALICA
2563,2017/01/05,9462500,AG,BULGARSKIE
2564,2017/01/05,9214018,NL,HOLENDERSKIE
2565,2017/01/06,9369007,PT,FINSKIE
2566,2017/01/06,8412417,VC,HUTA (KRA)
2567,2017/01/06,7810222,CY,BULGARSKIE
2568,2017/01/06,7421863,KN,SPOLDZIELCZE
2569,2017/01/06,9349215,CY,FINSKIE
2570,2017/01/06,7038680,NO,PARNICKIE
2571,2017/01/07,8628133,RU,BYTOMSKIE
2572,2017/01/07,9342102,NL,MAZOWIECKIE
2573,2017/01/07,9360582,NL,MAZOWIECKIE
2574,2017/01/07,7702669,IS,REMONTOWE
2575,2017/01/07,9391127,MT,SPOLDZIELCZE
2576,2017/01/07,9518256,NL,CZESKIE
2577,2017/01/08,9549645,RU,BULGARSKIE
2578,2017/01/08,7704057,PL,CAL
2579,2017/01/08,9617337,CY,KATOWICKIE
2580,2017/01/08,8404446,BE,ANGIELSKIE
2581,2017/01/08,9361732,IE,GLIWICKIE
2582,2017/01/09,9073892,BS,KATOWICKIE
2583,2017/01/09,9201827,NL,SLOWACKIE
2584,2017/01/09,8420725,NO,REMONTOWE
2585,2017/01/09,9391127,MT,SPOLDZIELCZE
2586,2017/01/09,9352743,GI,GRECKIE
2587,2017/01/09,9148166,AG,ROSYJSKIE
2588,2017/01/09,8402668,VC,SLOWACKIE
2589,2017/01/10,9255804,MT,WALBRZYSKIE
2590,2017/01/10,9219460,GI,CZESKIE
2591,2017/01/10,9349186,AG,FINSKIE
2592,2017/01/10,9186352,NO,HUTA (KRA)
2593,2017/01/10,9489534,NL,CZESKIE
2594,2017/01/10,8714841,DE,POZNANSKIE
2595,2017/01/10,9391127,MT,SPOLDZIELCZE
2596,2017/01/10,8918734,NL,WEGIERSKIE
2597,2017/01/10,6605448,PL,WARSZTATOWE
2598,2017/01/10,9501679,AG,GRECKIE
2599,2017/01/10,8911841,FO,CEMENTOWE
2600,2017/01/11,7704057,PL,CAL
2601,2017/01/11,9361328,NL,BULGARSKIE
2602,2017/01/11,9100152,AN,HUTA (KRA)
2603,2017/01/11,9136838,MT,ZBOZOWE
2604,2017/01/11,9201944,NL,POZNANSKIE
2605,2017/01/11,9280689,AG,PARNICKIE
2606,2017/01/11,9591820,NL,CHORZOWSKIE
2607,2017/01/12,7704057,PL,CAL
2608,2017/01/12,7233060,FO,WALBRZYSKIE
2609,2017/01/12,9419278,AN,PRZEMYSLOWE
2610,2017/01/12,9353022,PA,SNOP N
2611,2017/01/12,7700594,VC,POLSKIE
2612,2017/01/12,8919855,AG,BELGIJSKIE
2613,2017/01/13,9173290,BB,PARNICKIE
2614,2017/01/13,9365984,GI,FINSKIE
2615,2017/01/13,9512783,NL,GDANSKIE
2616,2017/01/13,9536064,AG,HUTA (KRA)
2617,2017/01/13,9210012,BS,KATOWICKIE
2618,2017/01/14,9658355,MH,CPN III
2619,2017/01/14,9180841,MT,BULGARSKIE
2620,2017/01/14,9118006,BS,ODRA STARE
2621,2017/01/14,8601680,KN,BULGARSKIE
2622,2017/01/14,7704057,PL,CAL
2623,2017/01/14,8222185,AG,SNOP S
2624,2017/01/14,9505687,LV,GORNOSLASKIE
2625,2017/01/15,9249831,AG,BELGIJSKIE
2626,2017/01/15,7421863,KN,SPOLDZIELCZE
2627,2017/01/15,7704057,PL,CAL
2628,2017/01/15,9333553,CY,CHORZOWSKIE
2629,2017/01/16,8320585,DM,POLSKIE
2630,2017/01/16,7641475,PL,CAL
2631,2017/01/16,9142629,NL,HUTA (KRA)
2632,2017/01/16,9349215,CY,FINSKIE
2633,2017/01/16,9528483,CY,SNOP S
2634,2017/01/16,9465320,BS,KATOWICKIE
2635,2017/01/16,9361354,NL,CEMENTOWE
2636,2017/01/16,7615749,PL,SLOWACKIE
2637,2017/01/16,8407711,CY,ARSENAL
2638,2017/01/16,9279068,NL,BULGARSKIE
2639,2017/01/16,8511885,VC,RUMUNSKIE
2640,2017/01/16,7421863,KN,SPOLDZIELCZE
2641,2017/01/16,9537472,MT,GORNOSLASKIE
2642,2017/01/17,9760407,NL,PARNICKIE
2643,2017/01/17,8128884,BS,POZNANSKIE
2644,2017/01/17,8881711,RU,BYTOMSKIE
2645,2017/01/18,9223435,NL,CZESKIE
2646,2017/01/18,7704057,PL,CAL
2647,2017/01/18,9119634,DE,SNOP S
2648,2017/01/18,9374698,AG,HOLENDERSKIE
2649,2017/01/18,7641475,PL,CAL
2650,2017/01/18,9552082,AG,SLOWACKIE
2651,2017/01/19,8400050,BS,BULGARSKIE
2652,2017/01/19,9423657,NL,REGALICA
2653,2017/01/19,8611013,AG,SNOP S
2654,2017/01/19,9430985,MT,HUTA (KRA)
2655,2017/01/19,8661812,DE,DRZETOWSKIE S
2656,2017/01/19,9529190,NL,CHORZOWSKIE
2657,2017/01/19,9129380,LR,CPN III
2658,2017/01/20,9349227,CY,FINSKIE
2659,2017/01/20,9015929,NL,HUTA (KRA)
2660,2017/01/20,8873087,RU,BYTOMSKIE
2661,2017/01/20,9173290,BB,BULGARSKIE
2662,2017/01/20,9313735,AG,HUK
2663,2017/01/20,9369007,PT,FINSKIE
2664,2017/01/21,9005376,PT,HUTA (KRA)
2665,2017/01/21,8504947,DE,SNOP S
2666,2017/01/21,9057238,NL,PARNICKIE
2667,2017/01/21,7330052,NO,PARNICKIE
2668,2017/01/21,9011519,NO,HUTA (KRA)
2669,2017/01/21,9199684,AG,WULKAN S
2670,2017/01/21,9555345,RU,SLOWACKIE
2671,2017/01/21,9356517,NL,GLIWICKIE
2672,2017/01/21,9239458,LR,GORNOSLASKIE
2673,2017/01/22,8917699,PA,CHORZOWSKIE
2674,2017/01/22,6507983,VC,KATOWICKIE
2675,2017/01/22,9223423,NL,HUTA (KRA)
2676,2017/01/22,9341768,NL,PRZEMYSLOWE
2677,2017/01/22,9234410,BS,PARNICKIE
2678,2017/01/22,7823334,VC,SNOP N
2679,2017/01/22,9374686,CW,HOLENDERSKIE
2680,2017/01/22,7421863,KN,SPOLDZIELCZE
2681,2017/01/23,9128336,NO,OKO
2682,2017/01/23,9549645,RU,KATOWICKIE
2683,2017/01/23,9638769,NL,HUTA (KRA)
2684,2017/01/23,9184811,AG,HUK
2685,2017/01/23,9523940,GB,HUTA (KRA)
2686,2017/01/23,8636960,SE,WULKAN N
2687,2017/01/23,8420086,CY,KATOWICKIE
2688,2017/01/23,7615749,PL,SPOLDZIELCZE
2689,2017/01/23,9052692,NL,PARNICKIE
2690,2017/01/23,9361354,NL,CEMENTOWE
2691,2017/01/24,8225474,PL,WARSZTATOWE
2692,2017/01/24,9363508,GI,BELGIJSKIE
2693,2017/01/24,9364148,NL,KATOWICKIE
2694,2017/01/24,8873336,RU,BULGARSKIE
2695,2017/01/24,8422022,BS,HOLENDERSKIE
2696,2017/01/24,9534286,AG,SNOP N
2697,2017/01/24,7421863,KN,FINSKIE
2698,2017/01/24,9238674,MT,ZBOZOWE
2699,2017/01/25,9390991,NO,HUTA (KRA)
2700,2017/01/25,9195901,CY,BULGARSKIE
2701,2017/01/25,7615749,PL,FINSKIE
2702,2017/01/25,9037903,DK,GLIWICKIE
2703,2017/01/25,8420098,DE,POZNANSKIE
2704,2017/01/26,9053828,PT,SNOP N
2705,2017/01/26,7704057,PL,CAL
2706,2017/01/26,6605448,PL,WARSZTATOWE
2707,2017/01/26,9201798,NL,SLOWACKIE
2708,2017/01/26,9005376,PT,HUTA (KRA)
2709,2017/01/26,9195834,CY,CZESKIE
2710,2017/01/26,9549657,RU,BULGARSKIE
2711,2017/01/26,7421863,KN,SPOLDZIELCZE
2712,2017/01/27,9365984,GI,FINSKIE
2713,2017/01/27,9573634,NL,WULKAN N
2714,2017/01/27,9136096,BE,ANGIELSKIE
2715,2017/01/27,8905892,AG,BELGIJSKIE
2716,2017/01/27,7615749,PL,SLOWACKIE
2717,2017/01/27,9054963,NL,WALBRZYSKIE
2718,2017/01/27,9201815,NL,CZESKIE
2719,2017/01/27,7823334,VC,BYDGOSKIE
2720,2017/01/27,8222185,AG,DRZETOWSKIE S
2721,2017/01/27,9349227,CY,FINSKIE
2722,2017/01/28,9455674,NL,BULGARSKIE
2723,2017/01/28,8814201,VC,SLOWACKIE
2724,2017/01/28,7421863,KN,SPOLDZIELCZE
2725,2017/01/28,9399404,NL,CZESKIE
2726,2017/01/28,9080675,LT,MAZOWIECKIE
2727,2017/01/29,9174713,CY,PARNICKIE
2728,2017/01/29,9374698,AG,CZESKIE
2729,2017/01/29,9006332,NL,REGALICA
2730,2017/01/29,7704057,PL,CAL
2731,2017/01/29,7330052,NO,PARNICKIE
2732,2017/01/30,7615749,PL,SPOLDZIELCZE
2733,2017/01/30,8001024,MT,GDANSKIE
2734,2017/01/30,9165308,AG,RUMUNSKIE
2735,2017/01/30,9148180,NL,BULGARSKIE
2736,2017/01/31,9195822,FO,BYTOMSKIE
2737,2017/01/31,9374703,NL,HOLENDERSKIE
2738,2017/01/31,9344368,MT,WEGIERSKIE
2739,2017/01/31,8628133,RU,CHORZOWSKIE
2740,2017/01/31,9486245,MH,KATOWICKIE - DALBY
2741,2017/01/31,9167978,LV,FOSFATOWE
2742,2017/01/31,9125695,MT,GORNOSLASKIE
2743,2017/01/31,9268837,NL,KATOWICKIE
2744,2017/02/01,7421863,KN,SPOLDZIELCZE
2745,2017/02/01,7615749,PL,CZESKIE
2746,2017/02/02,7504926,PL,PRCIP
2747,2017/02/02,8404458,VU,ANGIELSKIE
2748,2017/02/02,9437165,AG,BYTOMSKIE
2749,2017/02/02,9268849,BS,WALBRZYSKIE
2750,2017/02/02,9549633,RU,KATOWICKIE
2751,2017/02/02,8504208,DE,SNOP N
2752,2017/02/02,9218222,BS,GDANSKIE
2753,2017/02/02,9129380,LR,CPN III
2754,2017/02/02,7421863,KN,FARBOLAK SWFIL
2755,2017/02/02,9472012,CY,GDANSKIE
2756,2017/02/03,9059248,DK,WULKAN N
2757,2017/02/03,8415653,NO,GLIWICKIE
2758,2017/02/03,9528500,GI,SLOWACKIE
2759,2017/02/03,7704057,PL,CAL
2760,2017/02/03,9150482,MT,HUTA (KRA)
2761,2017/02/03,7615749,PL,SPOLDZIELCZE
2762,2017/02/03,6507983,VC,REGALICA
2763,2017/02/03,9177894,AG,HUK
2764,2017/02/03,9369007,PT,FINSKIE
2765,2017/02/03,9392391,PA,HUTA (KRA)
2766,2017/02/03,9281786,GI,SLOWACKIE
2767,2017/02/03,9349227,CY,CZESKIE
2768,2017/02/03,8873764,RU,WALBRZYSKIE
2769,2017/02/04,9582867,AG,PARNICKIE
2770,2017/02/04,9518256,NL,PARNICKIE
2771,2017/02/04,9225055,BS,ZBOZOWE
2772,2017/02/04,7421863,KN,SPOLDZIELCZE
2773,2017/02/04,9171060,AG,KATOWICKIE
2774,2017/02/04,9163647,AG,SLOWACKIE
2775,2017/02/05,8881723,RU,FOSFATOWE
2776,2017/02/05,9100138,FI,NOTECKIE
2777,2017/02/05,7615749,PL,SPOLDZIELCZE
2778,2017/02/05,9201815,NL,SLOWACKIE
2779,2017/02/05,8501062,TG,BYTOMSKIE
2780,2017/02/05,9201968,NL,KASZUBSKIE
2781,2017/02/05,9344320,PT,PARNICKIE
2782,2017/02/05,9423669,NL,CZESKIE
2783,2017/02/06,9391127,MT,SPOLDZIELCZE
2784,2017/02/06,9111125,AG,HOLENDERSKIE
2785,2017/02/06,7615749,PL,FINSKIE
2786,2017/02/06,9195212,PT,POZNANSKIE
2787,2017/02/06,8613358,CY,KATOWICKIE
2788,2017/02/06,9085455,BE,ANGIELSKIE
2789,2017/02/07,9374686,AN,GORNOSLASKIE
2790,2017/02/07,9391127,MT,SPOLDZIELCZE
2791,2017/02/07,8905892,AG,BELGIJSKIE
2792,2017/02/07,9658367,MH,CPN III
2793,2017/02/07,9455674,NL,SNOP S
2794,2017/02/07,8806137,MT,SLOWACKIE
2795,2017/02/07,7615749,PL,SPOLDZIELCZE
2796,2017/02/07,9419278,AN,PRZEMYSLOWE
2797,2017/02/08,9108740,NO,HUTA (KRA)
2798,2017/02/08,8026440,PL,CAL
2799,2017/02/08,9279068,NL,HOLENDERSKIE
2800,2017/02/08,9015046,AG,PARNICKIE
2801,2017/02/08,9391127,MT,SPOLDZIELCZE
2802,2017/02/08,9122227,AG,GORNOSLASKIE
2803,2017/02/08,7504926,PL,PRCIP
2804,2017/02/08,8609931,LV,FOSFATOWE
2805,2017/02/08,9014717,MT,HUTA (KRA)
2806,2017/02/09,9467237,NL,HUK
2807,2017/02/09,8222185,AG,HUTA (KRA)
2808,2017/02/09,7421863,KN,FARBOLAK SWFIL
2809,2017/02/09,9391127,MT,SPOLDZIELCZE
2810,2017/02/09,9349227,CY,FINSKIE
2811,2017/02/10,8320585,DM,POLSKIE
2812,2017/02/10,8504208,DE,SNOP S
2813,2017/02/10,8822636,BB,KATOWICKIE
2814,2017/02/10,9617296,CY,HUTA (KRA)
2815,2017/02/10,9015424,AG,FOSFATOWE
2816,2017/02/10,9365984,GI,FINSKIE
2817,2017/02/10,8919843,CY,CHORZOWSKIE
2818,2017/02/11,9030230,FI,PRZEMYSLOWE
2819,2017/02/11,9391127,MT,SPOLDZIELCZE
2820,2017/02/11,9179373,NL,GLIWICKIE
2821,2017/02/11,8225474,PL,WARSZTATOWE
2822,2017/02/12,9487603,MT,WEGIERSKIE
2823,2017/02/12,7615749,PL,SPOLDZIELCZE
2824,2017/02/12,9594236,BS,GNIE????NIENSKIE
2825,2017/02/12,8504947,DE,SNOP N
2826,2017/02/12,9545027,NL,PARNICKIE
2827,2017/02/12,7704057,PL,CAL
2828,2017/02/12,9583859,AG,GORNOSLASKIE
2829,2017/02/13,9374703,NL,CZESKIE
2830,2017/02/13,9263588,NL,KATOWICKIE
2831,2017/02/13,9128403,LV,SNOP N
2832,2017/02/13,9391127,MT,SPOLDZIELCZE
2833,2017/02/14,9430997,MT,SLOWACKIE
2834,2017/02/14,9136137,AG,SNOP S
2835,2017/02/14,9341782,NL,GORNOSLASKIE
2836,2017/02/14,8420098,DE,BYDGOSKIE
2837,2017/02/14,7616793,DK,ARSENAL
2838,2017/02/14,9360477,PT,REGALICA
2839,2017/02/14,9156175,GI,REMONTOWE
2840,2017/02/14,9196242,NL,KATOWICKIE
2841,2017/02/14,9238363,NL,GNIE????NIENSKIE
2842,2017/02/14,9161247,PL,BULWAR CHROBREGO
2843,2017/02/15,9313802,NL,BULGARSKIE
2844,2017/02/15,9552068,AG,SLOWACKIE
2845,2017/02/15,9391127,MT,SPOLDZIELCZE
2846,2017/02/15,9526100,NL,KATOWICKIE
2847,2017/02/15,9156101,BB,WALBRZYSKIE
2848,2017/02/15,9201944,NL,GLIWICKIE
2849,2017/02/15,9331359,NL,HOLENDERSKIE
2850,2017/02/15,9382748,NL,REGALICA
2851,2017/02/16,7641475,PL,CAL
2852,2017/02/16,9142631,NL,HUTA (KRA)
2853,2017/02/16,7704057,PL,CAL
2854,2017/02/16,8911841,FO,CEMENTOWE
2855,2017/02/16,9391127,MT,SPOLDZIELCZE
2856,2017/02/16,9214018,NL,BULGARSKIE
2857,2017/02/16,8230376,RU,BULGARSKIE
2858,2017/02/17,9198642,NL,REGALICA
2859,2017/02/17,9349227,CY,FINSKIE
2860,2017/02/17,6617855,AG,HUTA (KRA)
2861,2017/02/17,9341782,NL,PIRS E
2862,2017/02/17,7615749,PL,SPOLDZIELCZE
2863,2017/02/17,9391127,MT,SPOLDZIELCZE
2864,2017/02/17,9344320,PT,PARNICKIE
2865,2017/02/17,9369007,PT,FINSKIE
2866,2017/02/17,9367762,NL,SLOWACKIE
2867,2017/02/18,7421863,KN,SPOLDZIELCZE
2868,2017/02/18,9390991,NO,HUTA (KRA)
2869,2017/02/18,9225586,NL,BYTOMSKIE
2870,2017/02/18,9550321,PH,GORNOSLASKIE
2871,2017/02/18,9391127,MT,SPOLDZIELCZE
2872,2017/02/18,9210012,BS,KATOWICKIE
2873,2017/02/19,9180841,MT,CHORZOWSKIE
2874,2017/02/19,9345374,CY,RUMUNSKIE
2875,2017/02/19,9085455,BE,ANGIELSKIE
2876,2017/02/19,7421863,KN,SPOLDZIELCZE
2877,2017/02/19,8905892,AG,FINSKIE
2878,2017/02/19,9433389,NL,KATOWICKIE
2879,2017/02/20,7641475,PL,CAL
2880,2017/02/20,9523964,GB,CHORZOWSKIE
2881,2017/02/20,9240732,VC,GLIWICKIE
2882,2017/02/20,9156199,BS,GDYNSKIE N
2883,2017/02/20,6808090,VC,GLIWICKIE
2884,2017/02/20,9350745,GI,GDANSKIE
2885,2017/02/20,9391127,MT,SPOLDZIELCZE
2886,2017/02/21,7704057,PL,CAL
2887,2017/02/21,8404446,BE,ANGIELSKIE
2888,2017/02/21,8104541,AG,POZNANSKIE
2889,2017/02/21,9740902,SG,ZBOZOWE
2890,2017/02/21,8129395,FO,GLIWICKIE
2891,2017/02/21,9374674,DE,SNOP S
2892,2017/02/22,9244037,BS,KATOWICKIE
2893,2017/02/22,9658355,MH,CPN III
2894,2017/02/22,9155987,MT,WEGIERSKIE
2895,2017/02/22,9115896,BS,REGALICA
2896,2017/02/22,8504947,DE,SNOP N
2897,2017/02/22,9272230,HK,CZESKIE
2898,2017/02/22,9423669,NL,HOLENDERSKIE
2899,2017/02/22,8613358,CY,HUTA (KRA)
2900,2017/02/22,9108439,VC,GLIWICKIE
2901,2017/02/22,9344320,PT,PARNICKIE
2902,2017/02/23,9391127,MT,SPOLDZIELCZE
2903,2017/02/23,9622758,MT,GORNOSLASKIE
2904,2017/02/23,8401535,BS,PARNICKIE
2905,2017/02/23,9552032,CY,SLOWACKIE
2906,2017/02/23,9462500,AG,HUK
2907,2017/02/24,6507983,VC,HUTA (KRA)
2908,2017/02/24,9349227,CY,FINSKIE
2909,2017/02/24,8211629,CK,SLOWACKIE
2910,2017/02/24,9391127,MT,SPOLDZIELCZE
2911,2017/02/24,8911841,FO,CEMENTOWE
2912,2017/02/24,9345362,BE,BELGIJSKIE
2913,2017/02/24,7221469,VC,HUTA (KRA)
2914,2017/02/24,7822421,DK,REMONTOWE
2915,2017/02/24,9365984,GI,CZESKIE
2916,2017/02/24,8915627,AN,GORNOSLASKIE
2917,2017/02/24,9736042,SG,CZESKIE
2918,2017/02/25,9173161,GI,ROSYJSKIE
2919,2017/02/25,9006356,NL,POZNANSKIE
2920,2017/02/25,9283631,BS,SLOWACKIE
2921,2017/02/25,9085481,CY,GLIWICKIE
2922,2017/02/25,8104565,DK,DRZETOWSKIE N
2923,2017/02/26,8407228,DE,ODRA NOWE
2924,2017/02/26,9011519,NO,HUTA (KRA)
2925,2017/02/26,9544891,NL,PARNICKIE
2926,2017/02/26,9232486,NL,PARNICKIE
2927,2017/02/26,9433341,AG,WULKAN N
2928,2017/02/26,9180839,NL,BELGIJSKIE
2929,2017/02/27,8222185,AG,POZNANSKIE
2930,2017/02/27,9313723,MT,KATOWICKIE
2931,2017/02/27,9505613,AG,GLIWICKIE
2932,2017/02/27,9233911,MH,HUTA (KRA)
2933,2017/02/27,9504152,NL,WALBRZYSKIE
2934,2017/02/27,9279056,NL,WEGIERSKIE
2935,2017/02/27,9313814,NL,CZESKIE
2936,2017/02/28,9234305,AG,KATOWICKIE
2937,2017/02/28,9234288,NL,KATOWICKIE
2938,2017/02/28,9778002,MT,BULGARSKIE
2939,2017/02/28,9136096,BE,ANGIELSKIE
2940,2017/02/28,9249831,AG,GDANSKIE
2941,2017/02/28,9194282,NL,CHORZOWSKIE
2942,2017/02/28,9361354,NL,CEMENTOWE
2943,2017/02/28,9423671,DE,REGALICA
2944,2017/03/01,9116008,AG,REGALICA
2945,2017/03/01,9100059,DE,GLIWICKIE
2946,2017/03/01,9037903,DK,WULKAN N
2947,2017/03/01,9313785,NL,SLOWACKIE
2948,2017/03/02,9114713,AG,HUTA (KRA)
2949,2017/03/02,9505687,LV,WEGIERSKIE
2950,2017/03/02,8867052,RU,BULGARSKIE
2951,2017/03/02,9196216,NL,GORNOSLASKIE
2952,2017/03/02,8616087,LT,KASZUBSKIE
2953,2017/03/02,9356529,NL,HOLENDERSKIE
2954,2017/03/02,8509820,CY,SNOP S
2955,2017/03/02,9349227,CY,FINSKIE
2956,2017/03/03,8913485,BB,WALBRZYSKIE
2957,2017/03/03,6609901,NO,REMONTOWE
2958,2017/03/03,9085481,CY,GLIWICKIE
2959,2017/03/03,9369007,PT,FINSKIE
2960,2017/03/04,9140944,NO,BULGARSKIE
2961,2017/03/04,9123570,BB,BULGARSKIE
2962,2017/03/04,9341782,NL,PIRS E
2963,2017/03/04,9155925,NL,GORNOSLASKIE
2964,2017/03/04,9316294,BS,GDANSKIE
2965,2017/03/05,9201827,NL,SLOWACKIE
2966,2017/03/05,7641475,PL,CAL
2967,2017/03/05,8320585,DM,POLSKIE
2968,2017/03/05,9658355,MH,CPN III
2969,2017/03/05,9421659,NL,PARNICKIE
2970,2017/03/05,9557408,BB,REGALICA
2971,2017/03/05,9467201,NL,CZESKIE
2972,2017/03/05,9357494,NL,GORNOSLASKIE
2973,2017/03/06,7704057,PL,CAL
2974,2017/03/06,9122227,AG,FINSKIE
2975,2017/03/06,8905892,AG,FINSKIE
2976,2017/03/06,8919221,AG,DRZETOWSKIE N
2977,2017/03/06,8873336,RU,BULGARSKIE
2978,2017/03/06,9393840,NL,BULGARSKIE
2979,2017/03/06,9489534,NL,PARNICKIE
2980,2017/03/06,9571636,PA,ZBOZOWE
2981,2017/03/07,9432505,AG,SNOP N
2982,2017/03/07,9136101,BE,ANGIELSKIE
2983,2017/03/07,9787950,NL,FANT
2984,2017/03/07,9150494,MT,GLIWICKIE
2985,2017/03/07,9458145,TR,PARNICKIE
